,property_price
427547,220000.0
414580,265000.0
12066,89000.0
64525,185000.0
332791,169000.0
333382,77000.0
33414,127000.0
454797,100000.0
2405,138000.0
21068,235000.0
167971,320000.0
439733,179900.0
224278,185000.0
291606,159873.0
46024,60000.0
397666,105000.0
67346,95000.0
162376,419900.0
49893,170000.0
365482,127000.0
440664,75000.0
89168,390000.0
200762,105000.0
63918,80000.0
386672,64654.0
290528,450000.0
200155,280000.0
85376,330000.0
87994,87000.0
11151,70000.0
199306,95000.0
365302,255000.0
327799,220000.0
435281,449500.0
361307,195000.0
397058,107000.0
42601,260000.0
86717,80000.0
284877,390000.0
178956,220000.0
442462,89000.0
251241,150000.0
277104,57000.0
359296,135000.0
38260,105000.0
94506,120000.0
274979,95000.0
287704,320000.0
308038,170000.0
294066,108000.0
222160,200000.0
295770,362000.0
246542,699000.0
442295,150000.0
383011,85000.0
113493,180000.0
416272,205000.0
179064,225000.0
100811,400000.0
301755,220000.0
89519,81000.0
409915,195000.0
256754,360000.0
350023,215000.0
453109,380000.0
93184,95000.0
188575,219900.0
50499,67000.0
188869,195000.0
349005,353800.0
143561,90000.0
124892,98990.0
47030,89000.0
161947,118000.0
323761,78000.0
179388,420000.0
147833,70000.0
390991,540000.0
290808,240000.0
133653,115000.0
238433,1600000.0
339803,95000.0
270215,190000.0
75108,107839.0
133243,89000.0
347080,550000.0
315408,310000.0
378476,169000.0
375324,144000.0
283356,59000.0
316832,178000.0
40664,119999.0
361869,85000.0
95265,169000.0
372574,145000.0
421922,135000.0
273918,163000.0
152194,319900.0
344850,490000.0
387297,200000.0
303060,104900.0
340654,525000.0
289232,140000.0
391121,360000.0
7512,250000.0
150518,285000.0
258231,162000.0
114047,164500.0
222864,99500.0
222718,105000.0
454661,64000.0
162630,85000.0
114852,240000.0
377880,640000.0
428066,680000.0
303104,105000.0
196533,118000.0
235068,720000.0
157963,175000.0
291802,85000.0
1156,105000.0
69613,2700000.0
97960,1170000.0
14898,115000.0
324328,570000.0
220270,79000.0
358316,89000.0
263325,489000.0
200750,165000.0
171600,122000.0
109751,750000.0
447337,144697.0
317283,108000.0
141856,143497.0
223767,90000.0
430507,240000.0
26312,99999.0
253214,249999.0
172740,99000.0
27907,150000.0
186309,109000.0
452703,119000.0
187675,128000.0
295157,133000.0
436067,1500000.0
280876,215000.0
393358,199500.0
192943,69000.0
352489,180000.0
122461,79900.0
117717,209000.0
46264,225000.0
434493,278000.0
206046,110000.0
246449,170000.0
93325,160000.0
418502,270000.0
55601,138000.0
171724,80000.0
302699,206000.0
46783,350000.0
163299,220000.0
440513,150000.0
9987,68100.0
176303,75000.0
460070,74500.0
428658,197000.0
134922,74000.0
277804,160000.0
329850,350000.0
352877,280000.0
80299,225000.0
17794,85000.0
450223,124900.0
290427,224000.0
104071,2100000.0
354657,180000.0
308143,159000.0
399556,57000.0
251581,218000.0
305028,178000.0
450266,190000.0
45857,63000.0
325890,74000.0
57554,349999.0
52604,200000.0
403588,124000.0
291946,82000.0
323091,80000.0
333153,64000.0
371875,140000.0
189822,76900.0
258702,98000.0
175897,429000.0
306151,1500000.0
346976,72000.0
22791,180000.0
392935,230000.0
273682,315000.0
154446,420000.0
391533,142000.0
291397,120000.0
427929,122500.0
187328,148000.0
162019,690000.0
355408,440000.0
446087,295000.0
98112,142100.0
243873,220000.0
454770,34980.0
57395,233900.0
126776,460000.0
279727,550000.0
226733,550000.0
311680,208000.0
275068,170000.0
196628,1200000.0
224372,96000.0
192136,85900.0
147342,113000.0
63932,128000.0
406491,70000.0
120278,94000.0
2554,200000.0
440849,170000.0
319544,220000.0
61067,75500.0
279812,390000.0
426136,95000.0
137153,130468.0
321214,140000.0
199597,240000.0
53693,1390000.0
339476,79500.0
411225,345000.0
65371,104000.0
254142,71900.0
266777,129000.0
113459,144000.0
390835,300000.0
381573,80000.0
7749,164900.0
289299,220000.0
157450,94000.0
382327,110000.0
204943,120000.0
227122,156000.0
108574,46000.0
402832,75000.0
105125,890000.0
456778,42000.0
242182,250000.0
79249,520000.0
120036,198000.0
2683,175000.0
15350,410000.0
339914,230000.0
121816,55000.0
335004,149900.0
165305,129000.0
281896,75000.0
280407,199000.0
307213,149000.0
376651,89000.0
143362,132000.0
359879,54000.0
413641,49999.0
344988,340000.0
162551,87679.0
282582,135000.0
187802,90000.0
418422,299000.0
93291,235000.0
30079,91500.0
238049,81000.0
28721,125000.0
246833,85000.0
387615,244300.0
135004,750000.0
408484,395000.0
232889,168180.0
330186,350000.0
139735,710000.0
42134,169000.0
203804,540000.0
447783,420000.0
254229,95000.0
7482,185000.0
174934,260000.0
27620,58000.0
52392,129000.0
65792,83000.0
14458,217800.0
415868,75000.0
62296,76300.0
238567,160000.0
67773,57000.0
425416,770000.0
354546,92000.0
257917,420000.0
268391,339000.0
183835,84000.0
11408,250000.0
226420,79000.0
366777,220000.0
258468,158000.0
203275,189000.0
95580,129000.0
33405,99500.0
375747,120000.0
223179,65000.0
35511,150000.0
139347,95000.0
440671,360000.0
436965,160000.0
103780,430000.0
163894,87000.0
226208,160000.0
358248,259000.0
267319,67000.0
81871,750000.0
277494,109000.0
152433,205000.0
322380,98000.0
151959,75000.0
446064,235000.0
19955,198000.0
281420,199000.0
299904,300000.0
373172,85000.0
343607,250000.0
146643,260000.0
343634,284800.0
248411,187000.0
377674,213000.0
82306,84900.0
432003,190000.0
397776,169000.0
382379,212000.0
105579,64900.0
295808,105000.0
131754,190000.0
298159,149900.0
330146,145000.0
409223,137000.0
398976,65000.0
281736,379900.0
358764,109000.0
115056,135000.0
36461,105000.0
307979,590000.0
235507,69000.0
277369,230000.0
450348,139000.0
283657,196000.0
324236,57000.0
181046,260000.0
45033,210000.0
400164,164000.0
436450,310000.0
423065,480000.0
243075,315000.0
56562,99000.0
210842,170000.0
265369,360000.0
344219,177000.0
303208,95000.0
82056,469000.0
97777,3200000.0
379807,124500.0
68912,155000.0
212903,88000.0
318851,395000.0
238346,170000.0
2685,41500.0
263996,110000.0
361729,248822.0
298194,175000.0
436222,110000.0
319611,450000.0
447238,92000.0
379291,205000.0
11391,240000.0
178471,215000.0
459822,130000.0
279741,185000.0
7339,230000.0
147722,89000.0
160010,1300000.0
74380,160000.0
266212,168000.0
186089,430000.0
2699,67000.0
371813,180000.0
229618,135000.0
209371,130000.0
79226,139000.0
128762,120000.0
60271,155000.0
221209,190000.0
220948,188000.0
458394,189000.0
274532,175000.0
67988,75000.0
262238,159000.0
168526,400000.0
121156,305000.0
96339,81976.0
91895,92000.0
356613,83000.0
451372,390000.0
349708,185000.0
14908,169000.0
354321,119000.0
378468,115000.0
333974,106000.0
229298,140000.0
311776,265000.0
117805,149500.0
431102,211236.0
201972,55000.0
308741,129000.0
23907,298000.0
419650,189500.0
13223,84500.0
116309,240000.0
9341,129900.0
18888,122000.0
227340,290000.0
312490,98000.0
114256,850000.0
115492,1250000.0
74453,105000.0
372935,149900.0
126090,278800.0
454397,765000.0
281824,74000.0
107293,580000.0
313524,85000.0
19984,185000.0
18653,449999.0
423066,240000.0
161952,130000.0
7526,290000.0
875,170000.0
98280,360000.0
321218,70000.0
71391,179000.0
270577,195500.0
454513,85500.0
282368,449000.0
451306,269800.0
116149,165000.0
410379,134999.0
306617,62000.0
108724,68000.0
257239,320000.0
92420,225000.0
194372,1390000.0
168108,23000.0
40693,240000.0
395293,249000.0
297964,170000.0
368217,142000.0
243503,1900000.0
377481,129000.0
131350,582274.0
345303,200000.0
178039,308000.0
12722,127000.0
330423,115000.0
238618,62500.0
392521,365000.0
210289,95000.0
139859,125000.0
329669,2100000.0
310449,220000.0
391093,275000.0
316799,265000.0
56329,125000.0
129802,149000.0
99507,109000.0
456177,43000.0
457739,99000.0
4858,185000.0
369062,310000.0
3068,63000.0
454891,69900.0
240000,290000.0
139535,210000.0
36871,1100000.0
370185,257000.0
457677,68000.0
230892,89990.0
302685,78000.0
134991,298000.0
109084,65000.0
373739,248000.0
68939,159000.0
113531,130000.0
39952,149900.0
181731,296200.0
375554,235000.0
436653,70000.0
34131,75000.0
421436,450000.0
113933,249000.0
124513,245000.0
310751,45000.0
372898,96000.0
69401,270000.0
61950,70000.0
142026,744600.0
419042,195000.0
138146,70000.0
210290,84000.0
415481,80000.0
89101,338000.0
390143,210000.0
438058,65000.0
165277,165900.0
158252,949000.0
139543,325000.0
257192,320000.0
238258,87746.0
370275,55000.0
216726,85000.0
33493,163000.0
276052,118000.0
165004,285000.0
15002,252000.0
120688,600000.0
246722,95000.0
52492,799000.0
99300,248000.0
287655,76000.0
441900,87000.0
306388,597000.0
449017,145000.0
331649,73500.0
356856,323000.0
86087,89000.0
300669,230000.0
227123,145800.0
168698,85000.0
178153,375000.0
55373,145000.0
393843,220000.0
327811,490000.0
277216,299000.0
459790,95000.0
202909,79000.0
281430,131000.0
398773,94900.0
400130,65400.0
211187,305000.0
85130,85000.0
388725,220000.0
32164,172216.0
419037,419000.0
73437,176000.0
252982,149500.0
248198,163000.0
212505,225000.0
428028,249000.0
33028,250000.0
280306,300000.0
412883,350000.0
363071,114000.0
269912,92500.0
337236,165000.0
133127,115000.0
393613,129500.0
379386,515000.0
187840,55000.0
306878,90000.0
168058,78000.0
456619,118000.0
254431,300000.0
11720,300000.0
372863,330000.0
415292,1250000.0
100138,74990.0
120579,100000.0
452360,340000.0
45399,183000.0
302568,79000.0
414842,190000.0
343388,85000.0
452700,81810.0
114797,220000.0
17103,359000.0
72841,560000.0
129293,105000.0
72846,210000.0
73438,65000.0
91833,219000.0
70151,600000.0
18451,206000.0
108848,65000.0
452697,74900.0
41727,106100.0
368113,166000.0
157069,380000.0
169828,150000.0
244830,58000.0
322795,380000.0
421011,118000.0
334603,105000.0
273502,1300000.0
167173,308000.0
290714,149900.0
155866,245000.0
93204,51000.0
113551,249000.0
281595,135000.0
187892,320000.0
344721,115000.0
30184,69800.0
385394,155000.0
227327,110000.0
397321,84800.0
319784,145000.0
46763,232000.0
67613,92000.0
168032,197000.0
34780,225000.0
86110,78700.0
290824,105000.0
114045,289000.0
101007,182000.0
425615,145000.0
382945,250000.0
125912,708500.0
303285,115000.0
45225,160000.0
256983,99000.0
99009,748000.0
131624,138000.0
116680,119000.0
178024,169000.0
277699,89000.0
170198,90000.0
300271,77900.0
312662,150000.0
229428,59000.0
174906,550000.0
102623,102000.0
355460,250000.0
83955,125000.0
142213,235000.0
357166,208000.0
175920,140000.0
379399,148000.0
244622,260000.0
104061,1900000.0
113521,130000.0
174388,95000.0
304255,350000.0
399603,138000.0
343370,135000.0
246857,125000.0
34120,119900.0
181823,1350000.0
193087,494000.0
180628,315000.0
239953,80000.0
397574,159000.0
284258,100000.0
65847,61000.0
353982,159000.0
107078,120000.0
321125,120000.0
34134,170000.0
145845,890000.0
185034,1600000.0
398438,130000.0
362160,460000.0
193385,175000.0
325921,380000.0
163121,72000.0
115080,160000.0
382329,235000.0
346950,80000.0
111067,149000.0
288191,165000.0
381307,134000.0
405120,79000.0
310534,279000.0
445442,365000.0
156538,199000.0
42269,206000.0
219687,360000.0
33504,177000.0
365523,275000.0
70590,85000.0
62443,149000.0
153285,380000.0
355414,97000.0
14180,78000.0
65736,177000.0
180538,398000.0
231487,160000.0
360070,82000.0
238358,295000.0
309555,450000.0
390973,175000.0
356559,74000.0
293618,140000.0
13283,120000.0
171288,99800.0
41734,215000.0
51345,359000.0
11253,84000.0
398476,117539.0
327369,130000.0
440785,68000.0
327649,630000.0
114769,180000.0
248321,149000.0
451391,280000.0
453272,149000.0
229287,550000.0
92479,119000.0
306140,110000.0
152426,89999.0
304224,125000.0
316270,140000.0
218958,80000.0
109297,230000.0
427199,699000.0
143125,88100.0
9465,72800.0
100124,125000.0
385709,86000.0
314341,67500.0
342103,150000.0
109302,230000.0
94783,65000.0
440892,129000.0
403228,74900.0
395,84900.0
15374,299000.0
85790,730000.0
202210,133000.0
1237,198000.0
33320,79000.0
231689,329800.0
71568,169000.0
452337,79500.0
162516,155000.0
430865,365000.0
367826,195000.0
358956,89000.0
316960,199999.0
61131,110000.0
442095,250000.0
215876,197000.0
164274,332000.0
264416,259000.0
443063,120000.0
68071,115000.0
3902,170000.0
182047,87000.0
383044,690000.0
311297,98000.0
128691,225000.0
355796,125000.0
449551,115000.0
39881,69000.0
327379,219837.0
12513,165200.0
433795,360000.0
449738,75000.0
439598,82000.0
46397,550000.0
160161,92000.0
398811,229000.0
333247,120000.0
393126,78000.0
350187,169600.0
401436,185000.0
123686,195000.0
282143,125000.0
135334,140000.0
49739,110000.0
152175,69500.0
459624,89000.0
428555,100418.0
241643,135000.0
10011,139300.0
75903,165000.0
324830,89000.0
45211,230000.0
277480,94000.0
412171,77000.0
73420,135000.0
56221,198000.0
9435,350000.0
13619,217000.0
430696,84600.0
303101,125000.0
117502,149000.0
330184,49900.0
308027,135000.0
186757,519900.0
349956,160000.0
402448,880000.0
388664,134000.0
392142,790000.0
240958,348000.0
121972,75000.0
238524,370000.0
449605,159000.0
430717,85000.0
449802,290000.0
218988,260000.0
78976,39000.0
449717,86900.0
97899,139000.0
330217,160000.0
243872,115000.0
256415,415000.0
379813,75000.0
106631,122000.0
122676,114000.0
360023,139000.0
428876,58000.0
153291,193000.0
93206,85000.0
116641,164900.0
156126,78000.0
196631,710000.0
222113,123000.0
10014,76900.0
334299,270000.0
295620,141500.0
326209,370000.0
289301,89900.0
335874,155000.0
372019,720000.0
114792,1950000.0
428018,175000.0
4963,150000.0
126784,325000.0
72333,182000.0
241340,165000.0
185334,159000.0
157134,260000.0
57930,449500.0
195900,270000.0
31143,180000.0
240827,87000.0
327364,84000.0
316794,185000.0
126666,139000.0
142639,330000.0
418413,890000.0
227273,350000.0
356918,65000.0
401434,140000.0
402863,55000.0
89741,209000.0
273518,85800.0
428003,72000.0
300624,130000.0
277799,140500.0
12721,99000.0
404800,75900.0
114219,123000.0
442659,300000.0
439132,75000.0
318813,270000.0
232829,335000.0
236029,100000.0
459255,148000.0
45952,128500.0
157753,75000.0
418973,65000.0
181672,131000.0
456346,179900.0
38276,90000.0
329987,159000.0
122268,198000.0
159323,260000.0
195166,100000.0
272026,135000.0
427189,600000.0
70855,107125.0
388679,104000.0
257151,165000.0
344845,129000.0
47510,161000.0
129148,139000.0
228990,1300000.0
123234,229800.0
261424,115000.0
65588,120000.0
204862,119000.0
108674,144000.0
430614,40000.0
63762,369000.0
115078,127000.0
138392,570000.0
220457,79500.0
280375,980000.0
258710,117900.0
233473,210000.0
365488,87000.0
42084,92000.0
215676,450000.0
238250,232000.0
182771,375000.0
221106,87800.0
428827,94000.0
137099,90536.0
228153,80500.0
336606,49900.0
251239,120000.0
192877,250000.0
18508,275000.0
408121,440000.0
372918,88000.0
284147,79000.0
66479,580000.0
173200,230000.0
147319,83900.0
273477,249900.0
270586,169000.0
426980,210000.0
258426,590000.0
62271,187900.0
419655,50000.0
93076,69000.0
37031,220000.0
241459,63000.0
9860,205000.0
148962,60000.0
41549,230000.0
56146,280000.0
430727,60500.0
358227,160000.0
110865,3200000.0
227985,420000.0
294413,245000.0
257048,250000.0
172379,196000.0
274986,450000.0
143147,69999.0
108456,285000.0
176003,141500.0
114513,89000.0
397419,205000.0
143623,1800000.0
92107,64765.0
246840,350000.0
247110,720000.0
438438,68000.0
22816,105000.0
137699,120000.0
336383,95000.0
215551,190000.0
451350,159000.0
133238,1300000.0
174132,220000.0
6877,320000.0
186756,79900.0
266144,58000.0
269677,75000.0
3569,145000.0
92093,155000.0
228276,87000.0
172373,99000.0
180049,145000.0
319171,82000.0
352842,114000.0
340937,249000.0
137228,160165.0
267020,74900.0
56795,79000.0
65322,134000.0
142197,255000.0
284275,60000.0
219184,155000.0
332345,165000.0
355880,1100000.0
93556,62000.0
75453,63000.0
436966,355000.0
451283,109000.0
85092,220000.0
318904,94900.0
187160,395000.0
241652,350000.0
74305,69000.0
39349,88000.0
240476,99000.0
55558,85000.0
279658,92500.0
314448,395000.0
309168,179000.0
321821,188000.0
60082,425000.0
401444,64000.0
457734,118000.0
129128,64900.0
12096,138000.0
131356,1100000.0
169044,160000.0
242452,454000.0
7913,130688.0
355448,900000.0
350932,65000.0
442048,235000.0
427083,195000.0
368742,182000.0
322324,310000.0
393209,65000.0
12178,395000.0
454817,120000.0
131346,555807.0
143150,145000.0
66530,140000.0
187799,89000.0
356922,105000.0
295952,92000.0
423840,92000.0
354328,153000.0
140654,130000.0
172576,68000.0
257430,140000.0
69644,290000.0
86520,189000.0
306564,250000.0
95214,570000.0
34746,239900.0
212942,55000.0
459632,95000.0
216866,650000.0
72694,65000.0
374275,240000.0
46777,115000.0
79402,99000.0
195116,89900.0
108773,109000.0
210353,55000.0
452361,198000.0
384600,87000.0
459855,75583.0
7274,92000.0
279182,104000.0
304372,115000.0
205259,65000.0
445491,134900.0
447173,145000.0
431268,69200.0
176540,270000.0
145944,145000.0
42860,74000.0
143224,99000.0
415614,299000.0
428394,70000.0
362532,380000.0
237461,215000.0
183745,220000.0
3874,114200.0
178138,180000.0
291656,454735.0
121309,380000.0
20520,152000.0
176588,110000.0
268609,140000.0
406246,298000.0
17120,69000.0
432740,199800.0
96278,97000.0
308750,289050.0
150624,130000.0
352460,275000.0
445813,95000.0
104008,54900.0
375570,70000.0
197373,103500.0
197378,160000.0
452639,89900.0
207173,54000.0
163127,250000.0
249795,175000.0
267937,135000.0
30321,85000.0
105421,62000.0
246456,105000.0
105115,83000.0
257040,790000.0
174419,130000.0
408146,300000.0
131301,80400.0
155871,190000.0
164153,165000.0
40621,94600.0
370793,145000.0
51123,205000.0
425926,85000.0
24496,205000.0
41022,3300000.0
399454,199000.0
411931,99000.0
240296,180000.0
71508,126000.0
365386,349000.0
233702,113900.0
49901,170000.0
166176,155000.0
142361,1565000.0
368602,62000.0
283827,59000.0
379412,108000.0
229174,800000.0
307995,183000.0
221794,820000.0
68079,290000.0
274428,119000.0
150803,100000.0
2819,210370.0
287499,66000.0
196929,355000.0
37209,79000.0
365260,580000.0
291614,244188.0
449846,82000.0
28823,750000.0
6439,110000.0
289441,120000.0
68076,189000.0
281839,192000.0
166886,150000.0
304239,207000.0
306344,360000.0
413682,375000.0
124552,299000.0
200870,79900.0
189010,110000.0
212452,305000.0
265182,85000.0
453252,95893.0
66914,248000.0
284371,157546.0
200662,67000.0
300007,244000.0
397506,230000.0
440667,85000.0
108870,210000.0
2701,120000.0
452147,86943.0
233511,119000.0
89060,109000.0
137104,148703.0
225149,99900.0
72606,230000.0
286278,175000.0
49520,490000.0
1038,119000.0
17100,270000.0
139144,109000.0
244623,1250000.0
225150,109000.0
270464,284900.0
134823,78000.0
343414,120000.0
247240,136000.0
51347,449000.0
157477,2146750.0
210830,125000.0
265292,220000.0
32357,160000.0
91962,65000.0
95084,360000.0
127534,119900.0
92955,86000.0
464,117000.0
88144,179000.0
308926,35000.0
111060,238000.0
58014,160000.0
431325,110000.0
295993,105000.0
14962,410000.0
153170,87000.0
346626,120000.0
372076,350000.0
374245,225000.0
273461,113800.0
196523,132000.0
328045,128000.0
254586,97900.0
110693,185000.0
271983,105000.0
335969,120000.0
444013,224000.0
397629,75000.0
142593,170000.0
426251,195000.0
116644,249900.0
448032,450000.0
170481,229000.0
131298,145500.0
452201,118800.0
3553,110000.0
163077,145000.0
38439,228000.0
258450,78000.0
146132,450000.0
92045,500000.0
106463,128000.0
171694,121900.0
4930,590000.0
346931,189000.0
72522,75000.0
158988,65000.0
371111,85000.0
415460,350000.0
120300,139000.0
385721,136000.0
445458,134900.0
80634,219000.0
434205,420000.0
293518,133675.0
269009,140000.0
349701,465000.0
459367,329900.0
16720,78000.0
195314,76000.0
399623,135000.0
123852,157000.0
304702,119900.0
293732,300000.0
287077,69000.0
27494,67000.0
441217,68750.0
69664,470000.0
380158,167000.0
306885,179258.0
388695,170000.0
288853,558000.0
113591,699000.0
211390,75000.0
204125,598000.0
345125,150000.0
343827,139999.0
268326,160000.0
107035,179000.0
348898,64900.0
306556,230000.0
177269,230000.0
101394,89900.0
307915,225000.0
259033,255000.0
455448,499000.0
447216,55000.0
86215,109000.0
300755,149000.0
185812,245000.0
30487,128000.0
167659,120000.0
6435,238000.0
447383,110000.0
398577,139500.0
94827,142500.0
450384,500000.0
45030,198000.0
195160,39900.0
267315,218900.0
337285,118613.0
37502,87900.0
227986,299000.0
202728,82000.0
358603,275000.0
310446,189000.0
307900,290000.0
406277,165000.0
30233,70000.0
50391,52000.0
57910,169900.0
406859,175000.0
229575,140000.0
233680,319000.0
5751,350000.0
34674,255000.0
65611,420000.0
303067,145000.0
448210,245000.0
304614,299000.0
272870,310000.0
366926,129900.0
252714,950000.0
12551,51900.0
231003,125000.0
331713,248724.0
235073,58177.0
459755,2800000.0
62428,2300000.0
375577,149000.0
200536,320000.0
96233,142000.0
106609,192468.0
221605,1195000.0
97106,84000.0
113809,315000.0
426007,69500.0
204169,390000.0
203759,300000.0
406465,213000.0
213760,320000.0
270892,219000.0
233454,405000.0
454682,210000.0
229597,99000.0
339893,69900.0
418448,123000.0
252564,340000.0
41899,2100000.0
381751,290000.0
144579,138000.0
94509,260000.0
449768,124000.0
23187,110000.0
446066,139000.0
228006,85000.0
102622,175000.0
83720,500000.0
158436,69900.0
447201,124500.0
129995,105000.0
451736,170000.0
284328,73000.0
143282,155000.0
111800,98000.0
342033,283822.0
212362,79000.0
361305,165000.0
262227,130000.0
279260,55000.0
443375,160000.0
247560,258000.0
449817,110000.0
372805,120000.0
215858,129000.0
207549,490000.0
102733,83000.0
234926,66000.0
196535,132000.0
144571,85000.0
178018,235000.0
199996,155000.0
285146,680000.0
253281,315000.0
135359,195000.0
267036,55000.0
30295,115000.0
94324,260000.0
141932,95000.0
114902,139000.0
292695,399000.0
53532,180000.0
365014,154000.0
65551,74000.0
131180,136000.0
361539,373101.0
279108,168300.0
116307,160000.0
268894,189000.0
371284,120000.0
337144,150000.0
139555,270000.0
272137,1300000.0
436212,109000.0
261997,98000.0
401373,189000.0
126781,309000.0
202979,75000.0
397752,160000.0
296054,1350000.0
392540,240000.0
452694,105000.0
82554,104000.0
328231,380000.0
412806,100663.0
126451,279900.0
410037,220000.0
185165,240000.0
34459,108000.0
99906,150000.0
53461,339000.0
38376,238000.0
391141,150000.0
333993,510000.0
205677,185000.0
263216,599000.0
59125,135000.0
188884,260000.0
19833,420000.0
141736,160000.0
202060,280000.0
23203,155000.0
339465,135000.0
152252,98000.0
432160,98000.0
366695,590000.0
330199,145000.0
403199,69900.0
323360,745000.0
244637,75000.0
334308,104000.0
151942,290000.0
428103,60000.0
265213,85000.0
453264,198000.0
184138,95851.0
133269,155000.0
105888,75000.0
446387,114000.0
272936,280000.0
221306,149900.0
380089,220000.0
149108,420000.0
427074,65000.0
3547,62500.0
160356,225000.0
370303,49000.0
316933,64900.0
41989,277000.0
225131,285000.0
257584,430000.0
321049,72500.0
289294,165000.0
406143,139000.0
296801,250000.0
40909,160000.0
54094,130000.0
277881,189000.0
281133,245000.0
17056,114500.0
425605,125000.0
117426,38000.0
90032,159000.0
206434,320000.0
68270,77000.0
136438,45000.0
360258,415000.0
254391,1200000.0
74489,84000.0
110695,98000.0
114033,180000.0
412629,259000.0
304906,599900.0
406894,145000.0
186388,65000.0
230532,160000.0
223216,239000.0
212958,178853.0
437753,273900.0
287184,495000.0
73664,73500.0
346358,359000.0
434426,77000.0
436005,430000.0
366142,180000.0
174354,115000.0
263780,68000.0
157005,215000.0
373039,85000.0
155890,163000.0
44092,200000.0
316256,130000.0
277695,85000.0
149096,210000.0
27796,148000.0
271308,163000.0
98013,105000.0
60759,80052.0
434223,825000.0
141895,515000.0
393419,168000.0
87753,160000.0
209141,76000.0
329994,159999.0
362129,420000.0
434341,69000.0
26314,130000.0
315503,52000.0
78708,750000.0
148044,120000.0
293154,450000.0
274438,96800.0
2552,80000.0
296085,144000.0
340895,255000.0
118911,460000.0
59758,230000.0
12154,168000.0
260306,590000.0
456151,92000.0
452649,87000.0
200857,119000.0
165262,500000.0
352529,1500000.0
184227,79000.0
244701,199000.0
170461,1780000.0
230606,189000.0
130450,170000.0
129862,108000.0
323144,93000.0
81893,115000.0
384551,110000.0
121154,249900.0
30408,310000.0
353231,110000.0
86968,71000.0
397079,160000.0
231169,98000.0
298862,680000.0
212631,770000.0
184115,93342.0
167248,195000.0
207539,260000.0
435949,220000.0
56122,150000.0
422133,135000.0
177694,55000.0
29531,240000.0
66869,115000.0
298196,88000.0
387593,545000.0
303114,110000.0
225082,58000.0
426193,155000.0
88343,175000.0
206504,55000.0
268652,370000.0
385351,75000.0
40859,186564.0
398801,89000.0
444199,87000.0
452576,80000.0
350931,99000.0
32621,129000.0
242585,115000.0
282233,82000.0
408566,235000.0
141802,65300.0
447859,280000.0
64343,122000.0
88056,41500.0
63947,76500.0
121084,340000.0
56298,139900.0
337102,150000.0
76431,65000.0
123629,185000.0
343493,155000.0
197934,67000.0
46809,259000.0
378402,356000.0
290461,139000.0
329936,1900000.0
138966,98000.0
162002,115900.0
308549,199000.0
47234,84000.0
247546,165000.0
263775,145000.0
306197,95000.0
411218,1400000.0
314615,178934.0
169871,125000.0
408075,1100000.0
259592,88000.0
428582,180000.0
244621,250000.0
243746,62000.0
155856,105000.0
224335,55000.0
400122,79000.0
295706,225000.0
246797,115000.0
146143,139000.0
259655,143900.0
348886,96000.0
260383,479000.0
356926,109000.0
26690,100000.0
344939,680000.0
163084,155000.0
131400,725000.0
236354,159000.0
384238,108000.0
31344,199000.0
235428,125000.0
63063,95700.0
278731,485000.0
82029,240000.0
12730,79900.0
447697,115000.0
376412,159900.0
288919,350000.0
267029,137000.0
254516,179000.0
92146,150000.0
252425,58000.0
80357,109500.0
7490,185000.0
167183,168000.0
83657,83000.0
220197,110000.0
298878,270000.0
185442,77000.0
291025,117000.0
168072,127500.0
105470,125000.0
226157,195000.0
422622,1990000.0
17255,65000.0
19874,188000.0
329609,110000.0
51578,850000.0
46934,375000.0
383247,123000.0
257325,220000.0
459426,1250000.0
12195,780000.0
408015,169000.0
145701,129999.0
58423,99000.0
307182,110000.0
321528,85000.0
353146,64000.0
52632,83000.0
356583,62500.0
410336,240000.0
328163,166000.0
186533,159000.0
150526,525000.0
126680,135000.0
370315,190500.0
278037,65000.0
99135,390000.0
137158,88961.0
65287,96000.0
401360,198000.0
287151,315000.0
300077,160000.0
302688,155250.0
434496,85000.0
297965,189000.0
216438,64900.0
184114,97768.0
101376,85000.0
80472,139000.0
22960,139000.0
266795,85000.0
50689,115900.0
69414,950000.0
159993,109900.0
53839,95000.0
69931,229000.0
431311,149000.0
3548,115000.0
358938,125000.0
165549,139900.0
51168,148000.0
349660,470000.0
378523,600000.0
229433,139000.0
226172,112000.0
17887,59000.0
440690,65000.0
84076,295000.0
430894,118000.0
199488,105000.0
161951,70000.0
400610,205000.0
112374,122000.0
90034,159000.0
61542,320000.0
147201,225000.0
269014,80000.0
77035,72500.0
105380,229000.0
146371,195000.0
231927,199000.0
170478,148000.0
439488,92950.0
83798,170000.0
196650,45000.0
73693,136000.0
273877,150000.0
300941,106000.0
378484,285000.0
270242,104900.0
401409,270000.0
229170,380000.0
95157,125000.0
27886,1100000.0
167613,545000.0
276573,185000.0
74558,108000.0
359297,189000.0
447963,1750000.0
414875,205000.0
423388,490000.0
10149,138906.0
256981,390000.0
17869,77500.0
189862,154000.0
144796,328000.0
243627,280000.0
385570,225000.0
412680,165000.0
189815,165000.0
248413,89000.0
398466,85000.0
285708,690000.0
89677,129500.0
26219,165640.0
412818,112000.0
25602,222000.0
201924,179900.0
455280,340000.0
31338,79000.0
31580,129000.0
164173,105000.0
375399,220000.0
315487,310000.0
289718,134900.0
256193,124500.0
366878,128000.0
375281,95400.0
264731,109999.0
347278,470000.0
263833,58000.0
220757,165000.0
304751,159000.0
